order_id,order_date,customer_id,product_name,quantity,price,total_sales,region,payment_method,prime_subscription,delivery_cost
194,21/01/2023,17068e36-b9af-4347-a7fe-84db54dda49a,Books,10,75.12,751.2,Kent,Credit Card,TRUE,0
195,11/04/2023,737ab92a-e0db-467c-b37e-43846941ad3c,Furniture.,7,126.89,888.23,East Riding of Yorkshire,Amazon Pay,TRUE,0
196,29/01/2023,8fd59901-2e31-4aad-9c92-945cda3381c9,Health & Beauty,8,388.31,3106.48,Suffolk,Gift Card,TRUE,0
197,26/08/2023,ddcba26a-87a8-4efe-a17c-db8a4f5f12a5,Sports,6,18.01,108.06,West Sussex,Credit Card,FALSE,4
198,27/06/2023,159794d6-8287-4bda-9370-b675dd79b356,Health & Beauty,6,154.4,926.4,South Yorkshire,Amazon Pay,FALSE,5
199,02/07/2023,34081761-2e70-49d6-b7f7-0031d1c6a560,Home Appliances,1,240.69,240.69,West Yorkshire,Amazon Pay,TRUE,0
200,16/04/2023,01c0df57-b1a0-490f-af58-b416139702dc,Health & Beauty,7,154.13,1078.91,Cumbria,Amazon Pay,TRUE,0
201,16/02/2023,497871f0-17a9-4e33-a0e0-6518fa7de86a,Home Appliances,10,38.35,383.5,Wiltshire,Amazon Pay,TRUE,0
202,23/08/2023,830494f6-e7df-4d51-a8f9-2b7649870235,Furniture.,9,366.55,3298.95,City of London,Credit Card,TRUE,0
203,21/09/2023,081009f4-6d23-42c5-8617-cc58c88c2146,Health & Beauty,8,54.49,435.92,Leicestershire,Credit Card,FALSE,1
204,12/09/2023,578dfe30-40d9-461a-b263-946bf399643b,Fashion,3,82.9,248.7,Suffolk,Gift Card,FALSE,3
205,15/09/2023,17363676-d393-4747-bfa9-fbda468143e3,Electronics,5,340.62,1703.1,Worcestershire,Gift Card,FALSE,4
206,02/10/2023,b0d994da-918c-47d6-bf14-dbfaf906551c,Furniture.,3,428.63,1285.89,Greater Manchester,Gift Card,TRUE,0
207,14/07/2023,e4a89449-b27d-49c2-b659-8eec79a573a2,Sports,3,54.09,162.27,West Yorkshire,Gift Card,TRUE,0
208,14/06/2023,fb0efcde-af23-4138-befd-41ffe8aacd21,Health & Beauty,1,127.03,127.03,Gloucestershire,Debit Card,FALSE,2
209,23/08/2023,dfab1e76-c1f3-41eb-8e61-2c791e385b0c,Electronics,1,279.14,279.14,East Riding of Yorkshire,Debit Card,TRUE,0
210,23/02/2023,bbda3279-c8b5-4bfd-83b4-2c0ab0940125,Fashion,1,259.41,259.41,Cambridgeshire,Amazon Pay,TRUE,0
211,16/07/2023,de84bbae-79f7-4adb-89da-6352f7a05d45,Sports,2,22.03,44.06,Oxfordshire,Debit Card,FALSE,5
212,20/05/2023,ba1b58d4-735f-4afb-877c-312c503bf019,Books,3,81.8,245.4,Nottinghamshire,Amazon Pay,FALSE,4
213,17/09/2023,cfa216ab-7890-4876-8e35-5eefaa7e7207,Health & Beauty,3,362.67,1088.01,Staffordshire,Gift Card,FALSE,4
214,03/10/2023,9de0d889-a17f-43fc-8feb-639f3faa1dc4,Toys,5,113.65,568.25,Greater Manchester,Debit Card,FALSE,3
215,28/11/2023,ca9844c9-f212-419a-8ef4-263ce39d310a,Electronics,9,32.58,293.22,Rutland,Credit Card,FALSE,3
216,01/04/2023,31a4c9be-0f0b-438a-b7d3-0d52253f9a2c,Electronics,9,451.42,4062.78,Norfolk,Debit Card,FALSE,4
217,26/12/2023,d952b887-0c6c-4993-a285-1160d600c6d0,Home Appliances,2,315.58,631.16,South Yorkshire,Amazon Pay,TRUE,0
218,24/02/2023,ebab2cee-8950-4f31-9591-77d2d56aa000,Books,6,278.74,1672.44,Durham,Debit Card,TRUE,0
219,11/12/2023,2ed5d984-1ad4-4010-b3e3-c87a584c8028,Home Appliances,6,199.42,1196.52,Warwickshire,Credit Card,FALSE,3
220,28/08/2023,a489a94d-8fdd-4378-8b96-659c07db4f4c,Sports,8,192.65,1541.2,West Sussex,Credit Card,FALSE,4
221,27/08/2023,ab90b258-e3e0-40fe-9264-1307d7f1a181,Sports,9,459.39,4134.51,Staffordshire,Credit Card,TRUE,0
222,06/05/2023,e5846426-c505-4898-b2ee-e0a7a6159b1e,Sports,9,313.81,2824.29,Nottinghamshire,Debit Card,FALSE,4
223,22/03/2023,45921632-5f56-490c-8528-4363d1c8633a,Sports,8,274.71,2197.68,East Riding of Yorkshire,Debit Card,TRUE,0
224,22/07/2023,956dbc1c-5b23-48f5-a15e-70d6713a6c58,Toys,1,236.28,236.28,City of London,Gift Card,FALSE,5
225,05/12/2023,a532e69d-16bf-4383-bcd0-1fa472f95b73,Sports,9,26.37,237.33,Berkshire,Amazon Pay,FALSE,3
226,29/10/2023,2a8329df-8430-46a4-ba97-40ce03458d05,Toys,2,268.27,536.54,West Yorkshire,Amazon Pay,FALSE,5
227,15/04/2023,b0f06842-b891-4d3f-8843-1ec0d1bd4fb6,Health & Beauty,4,339.06,1356.24,Greater London,Gift Card,TRUE,0
228,25/02/2023,6a3ffdd2-8115-4ded-806a-34566c43c60d,Toys,10,40.06,400.6,Nottinghamshire,Gift Card,FALSE,1
229,05/10/2023,b54dfaa0-1c84-4b46-99f6-cd784759a96d,Health & Beauty,3,77.74,233.22,Greater Manchester,Credit Card,FALSE,5
230,08/05/2023,54745e54-b0e6-4d3d-8501-c6dc0172fa3b,Health & Beauty,3,9.95,29.85,Nottinghamshire,Gift Card,FALSE,1
231,05/10/2023,3eeafb02-447f-4bb6-bb4b-0a0c423fdb76,Sports,4,452.02,1808.08,Cheshire,Debit Card,FALSE,5
232,07/11/2023,74f9d990-86e4-4b17-8fa3-669e18569d33,Fashion,4,107.33,429.32,Warwickshire,Amazon Pay,FALSE,1
233,17/05/2023,98a3a45d-c815-4c36-a054-d7756d8b73ae,Sports,2,8.75,17.5,Nottinghamshire,Debit Card,TRUE,0
234,19/05/2023,0f67f7e0-c603-4aaa-a0a7-e35f4b6da1bd,Furniture.,1,85.64,85.64,Shropshire,Gift Card,TRUE,0
235,12/11/2023,759e96d3-e1e0-4650-a8e7-25fbdc42b6e9,Fashion,2,287.47,574.94,Surrey,Credit Card,FALSE,1
236,21/10/2023,2eb8f466-574e-4439-adb9-1894c9427894,Fashion,5,165.36,826.8,Herefordshire,Amazon Pay,TRUE,0
237,23/02/2023,edb10325-2f4b-4b79-ae75-684f91e55646,Health & Beauty,6,68.95,413.7,Nottinghamshire,Amazon Pay,FALSE,2
238,12/09/2023,5e4459a8-4dc3-4326-931d-c92ccd03548c,Furniture.,2,17.78,35.56,East Sussex,Credit Card,FALSE,5
239,12/02/2023,87e634d0-a500-4d62-b4ac-932031212a5e,Furniture.,6,362.22,2173.32,Oxfordshire,Amazon Pay,FALSE,2
240,30/09/2023,6c296767-9cc9-4ad4-8c21-00bc9c569792,Electronics,3,311.59,934.77,Essex,Debit Card,FALSE,3
241,29/01/2023,236f69fb-680f-4299-9a75-8bf86babecb9,Electronics,8,263.55,2108.4,Bristol,Credit Card,FALSE,4
242,30/08/2023,f6a21757-0410-4296-ac8f-2da096ee264b,Health & Beauty,7,76.98,538.86,Hertfordshire,Debit Card,FALSE,3
243,03/08/2023,87923960-76a5-4d8c-90b2-d31aa101b023,Home Appliances,1,123.58,123.58,West Midlands,Debit Card,FALSE,2
244,18/08/2023,05f67a6e-0bd2-42d9-b72d-c4cb45372d5f,Furniture.,8,305.72,2445.76,Leicestershire,Gift Card,FALSE,4
245,21/08/2023,af18259a-9ce5-44b6-9dd2-6b38db2f8c86,Toys,2,162.4,324.8,East Sussex,Debit Card,FALSE,4
246,29/05/2023,98b8bb2c-95ac-4ea4-bd13-6476eeedcb5d,Furniture.,9,173.02,1557.18,East Riding of Yorkshire,Debit Card,FALSE,3
247,30/07/2023,abf70203-7d19-4838-91fe-ec81bb3a7ed7,Furniture.,1,351.09,351.09,Staffordshire,Gift Card,FALSE,5
248,06/04/2023,55f541b5-b84c-4389-8465-84d9c0a860cd,Sports,3,433.14,1299.42,Cambridgeshire,Gift Card,TRUE,0
249,29/04/2023,901c35ae-dfb7-49a3-9d46-5a6ab53f94d0,Home Appliances,10,491.86,4918.6,Staffordshire,Debit Card,FALSE,4
250,27/07/2023,dcf218d7-2d4a-4bac-b6ad-b330616f5480,Furniture.,2,263.62,527.24,East Sussex,Gift Card,FALSE,3
251,09/02/2023,fb40f07f-8844-4ead-b424-e7b46942e570,Toys,7,146.15,1023.05,Staffordshire,Amazon Pay,TRUE,0
252,09/10/2023,4b1d4c5f-7543-461a-baad-8497d3941059,Sports,7,460.8,3225.6,Nottinghamshire,Gift Card,TRUE,0
253,03/11/2023,49d99212-48b1-4b89-965a-1e7528c53a68,Toys,1,373.99,373.99,Suffolk,Amazon Pay,FALSE,2
254,31/05/2023,092e2bde-f1c3-4f7e-b0a7-0f21f716c0cf,Fashion,10,361.13,3611.3,Herefordshire,Credit Card,FALSE,4
255,06/03/2023,4022916f-d067-4b09-9b08-af234961b494,Toys,8,149.68,1197.44,Northamptonshire,Debit Card,FALSE,2
256,12/10/2023,8e781594-0dfa-4d8a-b099-345c43ca64f8,Books,10,205.11,2051.1,Cumbria,Gift Card,TRUE,0
257,30/05/2023,8a99c8b4-5a79-4bbf-9800-d3cd149e66b6,Furniture.,4,494.9,1979.6,Isle of Wight,Debit Card,TRUE,0
258,12/08/2023,239bd25c-577c-4c04-aac8-702c6e50fa07,Electronics,4,223.28,893.12,Cornwall,Gift Card,TRUE,0
259,24/01/2023,4cfdf52e-21d5-4d80-9d24-b1f4e539291e,Fashion,9,65.78,592.02,Herefordshire,Credit Card,FALSE,1
260,13/07/2023,ed42c04a-3533-485f-b832-f58b25a05f91,Toys,10,79.92,799.2,Greater Manchester,Credit Card,FALSE,5
261,02/02/2023,9aca3d02-4109-4547-9915-ce04adf47d61,Sports,8,413.85,3310.8,Devon,Credit Card,TRUE,0
262,02/07/2023,460c4ce6-b072-453f-abdb-71064a0d6038,Books,3,374.21,1122.63,Rutland,Debit Card,FALSE,1
263,23/08/2023,c9c9697c-d55c-47c4-8b98-41249f6a5469,Home Appliances,3,125.81,377.43,Derbyshire,Gift Card,TRUE,0
264,30/11/2023,faf5b345-c895-4f0c-a6c1-19253cc4386d,Health & Beauty,6,10.86,65.16,Worcestershire,Credit Card,FALSE,4
265,21/03/2023,17280448-e699-456f-83cb-3578aeb24e70,Books,7,290.03,2030.21,West Sussex,Debit Card,TRUE,0
266,13/04/2023,beb00332-5124-407e-9e43-fa16a928609b,Furniture.,6,401.92,2411.52,Devon,Debit Card,TRUE,0
267,12/04/2023,8e85e7f7-ef2c-4c64-8690-5f122a553a67,Books,4,109.94,439.76,Warwickshire,Gift Card,FALSE,5
268,25/02/2023,a8d5fe37-1811-40a9-bb9a-817fe48471e7,Home Appliances,2,91.66,183.32,Surrey,Gift Card,FALSE,3
269,25/09/2023,dea7e668-20cd-428d-802d-3274bbfc8464,Toys,4,191.76,767.04,City of London,Credit Card,TRUE,0
270,22/07/2023,396ad245-d007-4ba3-b4a4-b01bc1ba3dcb,Electronics,4,7.54,30.16,Cambridgeshire,Amazon Pay,TRUE,0
271,07/06/2023,ca719e9e-d54e-4c9d-89dc-989bb3098866,Books,8,482.67,3861.36,Lancashire,Debit Card,TRUE,0
272,14/09/2023,841a8240-55f0-43a7-981d-a235c5ad37ee,Sports,10,207.71,2077.1,North Yorkshire,Credit Card,TRUE,0
273,11/10/2023,0726b63e-e35b-4317-9444-cdb1a451584e,Home Appliances,2,432.03,864.06,Derbyshire,Amazon Pay,FALSE,1
274,19/06/2023,d6404621-fd89-46ba-8750-cb0895926d5f,Toys,7,69.91,489.37,Northumberland,Amazon Pay,FALSE,4
275,16/02/2023,9af7b31f-6717-421b-8314-68ada6a1c0a8,Health & Beauty,1,482.11,482.11,Suffolk,Gift Card,FALSE,5
276,03/01/2023,1f7695c4-fd83-4cee-9995-b295a11e71f1,Sports,4,433.8,1735.2,Norfolk,Amazon Pay,FALSE,5
277,09/10/2023,488e4b1f-3197-4e76-a1ad-0defa2ebec48,Home Appliances,4,329.61,1318.44,Wiltshire,Amazon Pay,TRUE,0
278,30/10/2023,0ce19947-5184-48f2-b506-6cf1b869acac,Toys,8,459.43,3675.44,Herefordshire,Amazon Pay,TRUE,0
279,08/08/2023,548b39c2-ac94-4bcf-8194-ec9b9c21a30e,Sports,9,294.21,2647.89,South Yorkshire,Credit Card,TRUE,0
280,06/10/2023,1aca644f-56de-4a94-a60f-bbd6171012de,Electronics,9,46.05,414.45,Oxfordshire,Credit Card,TRUE,0
281,28/05/2023,399b99fb-b898-4c5e-94a8-da708604ac96,Books,5,101.72,508.6,Herefordshire,Gift Card,TRUE,0
282,04/10/2023,7d66a795-1aad-440c-8b2c-55f0eebfc902,Toys,10,19.14,191.4,Essex,Amazon Pay,FALSE,3
283,12/10/2023,303fae99-8d8a-4a79-9c89-8285c4f6014d,Books,6,76.19,457.14,Devon,Debit Card,TRUE,0
284,03/12/2023,6ffbee4e-f751-4026-9cf0-1398f949f151,Electronics,6,19.8,118.8,Hampshire,Gift Card,FALSE,5
285,12/10/2023,e41bb8db-3335-4718-bb0c-5a7f1ea94f59,Health & Beauty,7,489.44,3426.08,East Sussex,Credit Card,FALSE,3
286,15/01/2023,e0c49f34-5476-46df-9f16-b9393e11184c,Electronics,1,237.9,237.9,Nottinghamshire,Credit Card,TRUE,0
287,16/06/2023,0649fe6c-325a-4dcc-98a5-dd1bec9d39bf,Health & Beauty,3,46.29,138.87,Herefordshire,Debit Card,TRUE,0
288,25/04/2023,7e4419e1-142c-43bf-90b2-64be1013602b,Books,9,140.16,1261.44,Devon,Credit Card,FALSE,1
289,09/11/2023,56749c63-7cf5-4e18-9838-abccadd39cbd,Toys,1,108.36,108.36,West Sussex,Credit Card,TRUE,0
290,07/08/2023,a7e52f1e-13bf-478b-8767-37298af74563,Toys,5,421.42,2107.1,Berkshire,Credit Card,TRUE,0
291,31/07/2023,3ecfb9f1-5fea-4378-95b0-1a95576c9ebe,Toys,8,477.49,3819.92,Worcestershire,Debit Card,TRUE,0
292,13/10/2023,90dbe26c-cc2b-466c-8898-d56867d082f9,Toys,5,401.57,2007.85,Bedfordshire,Debit Card,TRUE,0
293,05/05/2023,6a8e11c2-3854-494c-8706-f52023abdf91,Home Appliances,4,149.91,599.64,Gloucestershire,Debit Card,TRUE,0
294,22/08/2023,9dd7802d-b3ca-4f6f-8ba0-ddaab9935f1f,Toys,6,32.85,197.1,East Sussex,Amazon Pay,TRUE,0
295,14/03/2023,9b68b85c-3b87-4256-96d8-a08f64dfcba0,Electronics,3,171.45,514.35,Bristol,Credit Card,FALSE,5
296,27/11/2023,82bd9a3f-48e5-4350-9858-c1deeba0c97f,Toys,2,76.12,152.24,South Yorkshire,Gift Card,FALSE,1
297,18/05/2023,d642e3c7-b34b-4df6-83e6-ce353d476e96,Fashion,4,266.96,1067.84,Rutland,Debit Card,TRUE,0
298,11/10/2023,37fb779c-4936-4480-a30e-ace91864b28b,Toys,4,325.71,1302.84,North Yorkshire,Gift Card,FALSE,5
299,04/01/2023,cacbbe8f-8bdb-4163-9f1a-79aa1a6b9a32,Books,4,473.72,1894.88,Essex,Amazon Pay,TRUE,0
300,19/09/2023,4d49c009-ae3a-4c83-94b0-74b83f40e23d,Fashion,4,378.23,1512.92,Durham,Gift Card,FALSE,5
301,27/03/2023,8b5f0171-bb27-4b5e-9481-d0dcd87fa041,Fashion,8,317.99,2543.92,Surrey,Gift Card,FALSE,5
302,22/11/2023,2721b09d-de02-4377-9660-b4c5951d51ee,Sports,10,14.09,140.9,Worcestershire,Gift Card,TRUE,0
303,10/01/2023,19f739d3-656b-4c42-907f-b4552fb03bc3,Electronics,9,45.36,408.24,North Yorkshire,Amazon Pay,FALSE,4
304,20/08/2023,c9d75ac9-ad4c-4786-b6ed-881cf4cb5bbe,Books,9,360.74,3246.66,Lancashire,Gift Card,TRUE,0
305,16/11/2023,6ae439fa-8d68-485a-b4c8-d29833d51cb8,Toys,7,17.24,120.68,Herefordshire,Credit Card,FALSE,3
306,29/07/2023,d3c913dc-40d6-4a59-98d4-e2b6876a3f76,Toys,7,100.58,704.06,Derbyshire,Amazon Pay,FALSE,4
307,30/11/2023,b9e49f57-b2ca-4f8a-89eb-f73838ab7237,Furniture.,1,122.43,122.43,West Yorkshire,Credit Card,FALSE,1
308,15/05/2023,8963b6fc-860f-4130-b476-98461059d324,Sports,5,219.17,1095.85,West Yorkshire,Amazon Pay,FALSE,2
309,01/07/2023,d019d1d7-355f-4dda-a6a9-c7fa85be12c8,Books,8,52.25,418,Shropshire,Gift Card,TRUE,0
310,10/09/2023,e67cae63-b56e-47b1-bcd7-8dcd6af17fe8,Toys,5,458.67,2293.35,Isle of Wight,Gift Card,FALSE,1
311,30/08/2023,e0f3f00d-d82c-4b8f-ae09-582fce599eab,Furniture.,10,69.63,696.3,Leicestershire,Gift Card,TRUE,0
312,11/11/2023,54b5302a-d450-47b8-b7dd-2561156bb1ea,Toys,3,467.12,1401.36,Gloucestershire,Debit Card,TRUE,0
313,03/04/2023,ca395fe7-4a8d-47e0-9a38-05955ea7ed27,Sports,7,129.9,909.3,Norfolk,Debit Card,FALSE,3
314,17/11/2023,f5719070-64c3-48d3-bef2-a9137aacac96,Fashion,6,7.45,44.7,Berkshire,Credit Card,TRUE,0
315,12/09/2023,0f0c0228-6167-40a9-a83f-92cf9e2bf1a8,Sports,3,309.97,929.91,Cheshire,Credit Card,TRUE,0
316,19/12/2023,30059390-09c8-4e0e-815e-8e2f0053ba14,Home Appliances,4,319.13,1276.52,South Yorkshire,Gift Card,TRUE,0
317,08/12/2023,244b8ae2-0285-4446-848d-82a12bd07b29,Electronics,2,330.09,660.18,East Riding of Yorkshire,Credit Card,TRUE,0
318,03/09/2023,d3a1b68f-062d-4bb8-891d-1f279cd60722,Furniture.,4,476.77,1907.08,Berkshire,Debit Card,FALSE,3
319,02/08/2023,323504b8-5a18-4346-804c-56c6f41b8bb2,Toys,4,459.46,1837.84,Worcestershire,Amazon Pay,FALSE,1
320,13/05/2023,6220b90d-1974-4530-9bf7-e918c3605d07,Fashion,2,299.42,598.84,Tyne and Wear,Amazon Pay,FALSE,2
321,08/07/2023,aa5ad4e0-4827-4218-be32-cd3119afccf3,Health & Beauty,10,198.19,1981.9,North Yorkshire,Gift Card,TRUE,0
322,26/03/2023,86f9b8aa-f00f-4576-aa1e-2c2aa0a3d147,Furniture.,8,92.97,743.76,Hertfordshire,Debit Card,FALSE,2
323,02/06/2023,f1bbadb7-44d2-420c-b91d-aefd3268a17a,Health & Beauty,10,230.81,2308.1,Lincolnshire,Credit Card,TRUE,0
324,29/03/2023,cfd4da2d-2ae5-42a7-9430-0a0b1a88c999,Health & Beauty,1,259.38,259.38,Derbyshire,Amazon Pay,FALSE,2
325,30/01/2023,711f03ca-7a56-4152-91f0-4a11a9fafce5,Health & Beauty,7,246.14,1722.98,Worcestershire,Gift Card,FALSE,2
326,24/11/2023,2d6afbeb-4df6-4298-aa5c-e6e3ad7c7ba4,Electronics,4,296.89,1187.56,Surrey,Credit Card,TRUE,0
327,30/04/2023,45ea8899-fa90-4ced-ac7e-696096552fcc,Furniture.,1,38.07,38.07,Berkshire,Amazon Pay,TRUE,0
328,28/05/2023,85a05f2b-7ca1-439e-83db-faee8de0afeb,Toys,9,354.38,3189.42,Cornwall,Credit Card,FALSE,3
329,25/05/2023,0d4fa8c3-566d-4247-944d-085c6faf170b,Fashion,7,210.18,1471.26,Tyne and Wear,Amazon Pay,TRUE,0
330,12/05/2023,57476882-cc1b-4f85-8e3b-6bf9a7421aaf,Health & Beauty,10,447.35,4473.5,Cheshire,Debit Card,FALSE,3
331,18/11/2023,bb3b009c-ca34-4729-92f7-ee7a30349238,Toys,3,87.32,261.96,Worcestershire,Debit Card,FALSE,1
332,20/03/2023,dd686fbe-c0d0-4788-abd6-809fe8f4fc23,Sports,10,462.63,4626.3,Leicestershire,Debit Card,TRUE,0
333,19/08/2023,492bd805-ee6a-458c-8d1b-8a53ddc7da6c,Toys,4,401.14,1604.56,Northamptonshire,Amazon Pay,FALSE,5
334,05/02/2023,887f7b05-fb8a-4d6d-b451-c3097c924519,Sports,10,382.04,3820.4,City of London,Debit Card,FALSE,3
335,04/09/2023,9b93a6b4-0b02-484f-be75-5bdfaaaadf63,Toys,9,355.6,3200.4,Worcestershire,Amazon Pay,FALSE,3
336,27/04/2023,97178d8b-549b-4d9a-ab88-3060c7466dbc,Books,2,26.52,53.04,Hertfordshire,Credit Card,TRUE,0
337,28/09/2023,c20a6794-4d67-4b54-8496-92a4396de5f9,Electronics,4,490.11,1960.44,Tyne and Wear,Gift Card,FALSE,2
338,11/09/2023,e09a12f8-71aa-439d-aa82-4f79cd876356,Home Appliances,10,381.65,3816.5,Cumbria,Credit Card,FALSE,5
339,08/05/2023,9448ab46-a347-438d-bfe7-08b7188c9459,Sports,3,84.21,252.63,Greater Manchester,Gift Card,TRUE,0
340,11/01/2023,503d91da-3744-4e83-b5b6-fd18089bfa71,Fashion,10,314.08,3140.8,Essex,Amazon Pay,FALSE,3
341,03/03/2023,dea46003-9e66-47df-83f7-934f964f6551,Fashion,4,239.89,959.56,Cambridgeshire,Amazon Pay,TRUE,0
342,01/01/2023,d48c7d49-d8f3-45af-9c30-a15c25f9a7a3,Home Appliances,9,429.54,3865.86,East Sussex,Credit Card,TRUE,0
343,17/10/2023,f297c30f-dba1-46e4-bb69-58efab8d2971,Sports,1,271.81,271.81,Greater London,Debit Card,TRUE,0
344,30/11/2023,25e15938-6603-4e60-a1f3-6bf220d73cf1,Toys,8,245.25,1962,Warwickshire,Debit Card,FALSE,3
345,20/01/2023,0092af53-3cbf-40ce-80d6-0c70cabdd6dd,Books,1,218.76,218.76,City of London,Credit Card,TRUE,0
346,10/12/2023,f6a4bb11-d45f-4ef6-90fb-2feb728b13c6,Health & Beauty,4,21.46,85.84,West Midlands,Debit Card,TRUE,0
347,25/06/2023,79b788d8-4dcf-42e6-b3f1-5e06f178a3ee,Toys,3,8,24,East Sussex,Gift Card,FALSE,2
348,11/04/2023,905692f9-82d9-4c68-bbf3-65d07b3a3cbc,Fashion,2,323.79,647.58,Durham,Amazon Pay,TRUE,0
349,08/09/2023,6312a08b-676a-42c8-87b9-c5b1bd26a95b,Books,7,228.12,1596.84,Cumbria,Gift Card,FALSE,3
350,13/12/2023,c79694ec-171e-4270-961b-c5d99dde1169,Toys,9,457.91,4121.19,Somerset,Gift Card,TRUE,0
351,19/11/2023,709d4afc-c3e0-4a0a-8d62-e56ac201734f,Health & Beauty,2,131.31,262.62,Gloucestershire,Debit Card,FALSE,3
352,16/04/2023,6b9ef298-403e-46b7-98fe-fe2f87a6d569,Furniture.,1,64.15,64.15,East Sussex,Credit Card,FALSE,5
353,26/03/2023,feb845a2-b6b0-4991-83c3-5d3d63e62548,Electronics,4,266.47,1065.88,East Riding of Yorkshire,Gift Card,TRUE,0
354,10/11/2023,5dd19b06-a57f-4b11-97ca-8f3ccfa09e1d,Toys,3,73.34,220.02,City of London,Gift Card,TRUE,0
355,23/10/2023,83474546-35c6-45d1-9511-e1d623a2aabc,Health & Beauty,9,349.48,3145.32,West Midlands,Gift Card,TRUE,0
356,17/12/2023,b80a8b31-9ad7-46c5-abc4-89ddc9c14207,Toys,9,40.55,364.95,Devon,Amazon Pay,FALSE,2
357,31/05/2023,c846c9c6-17e1-4317-bf63-9f32bc0b612d,Home Appliances,1,335.73,335.73,Oxfordshire,Gift Card,TRUE,0
358,16/12/2023,9e0f1f8c-81a9-453f-8bc6-9d4d35f76606,Sports,5,423.84,2119.2,Buckinghamshire,Credit Card,TRUE,0
359,25/03/2023,5b19128b-a07f-4487-8c35-981902fa3450,Health & Beauty,9,271.08,2439.72,Buckinghamshire,Gift Card,TRUE,0
360,18/01/2023,40b78173-7017-4604-97d1-79e90611f590,Electronics,6,151.31,907.86,East Sussex,Gift Card,TRUE,0
361,16/10/2023,686f7120-d8ae-4272-a2fb-ca44231b1931,Furniture.,7,441.84,3092.88,Wiltshire,Amazon Pay,TRUE,0
362,15/07/2023,fe26a0e8-fe4d-48ed-9b11-2d4b8ef2670a,Sports,6,403.41,2420.46,Oxfordshire,Amazon Pay,FALSE,3
363,11/11/2023,aaaeb5e8-20f5-4dae-863c-f6ac7a451a8b,Sports,9,268.27,2414.43,Staffordshire,Credit Card,TRUE,0
364,19/11/2023,2112de4a-a1bb-452c-8265-848a10134335,Electronics,5,247.34,1236.7,Greater Manchester,Gift Card,TRUE,0
365,16/05/2023,7550fc19-d4cf-467e-b5ce-ba4b99fe57ae,Sports,9,484.67,4362.03,Northumberland,Debit Card,FALSE,4
366,04/04/2023,c0553c9c-7d24-4e6d-8171-6e7f85db77d1,Toys,5,228.31,1141.55,Bristol,Debit Card,FALSE,4
367,28/07/2023,689ffaf1-a1c7-47cd-89ea-ed8a312db7f3,Books,4,337.77,1351.08,Derbyshire,Credit Card,FALSE,2
368,17/07/2023,3529d973-c3e3-4a84-8529-ed958b7afa7c,Books,4,452.7,1810.8,South Yorkshire,Debit Card,TRUE,0
369,20/09/2023,ace84ba3-0631-4464-95d6-f570f3249136,Health & Beauty,5,95.2,476,West Yorkshire,Gift Card,TRUE,0
370,10/06/2023,4b076e73-3002-4223-ad63-05a3a9f7b16b,Toys,9,437.3,3935.7,North Yorkshire,Credit Card,FALSE,3
371,11/10/2023,851b868b-9139-451e-889e-27c3c1b79241,Home Appliances,7,401.72,2812.04,Tyne and Wear,Gift Card,FALSE,3
372,10/10/2023,b484a505-3511-4753-b434-725dedabd429,Sports,4,429.06,1716.24,Hampshire,Amazon Pay,FALSE,5
373,11/02/2023,3285bf84-3a66-4c9d-8ee8-b96095da1f6b,Health & Beauty,10,409.48,4094.8,Devon,Debit Card,FALSE,4
374,28/11/2023,40ff48e5-411b-475d-b8db-232381f47882,Home Appliances,2,494.12,988.24,Derbyshire,Gift Card,FALSE,5
375,13/10/2023,b4cf5aab-c908-4eb0-a487-a3774363a544,Books,1,388.43,388.43,Derbyshire,Gift Card,FALSE,1
376,23/05/2023,850e50b4-d5dd-468d-b43d-ebdd415141ac,Electronics,6,51.56,309.36,Northumberland,Gift Card,TRUE,0
377,01/10/2023,3d15d9a8-eb4c-443f-a895-04560a70acb7,Furniture.,10,481.96,4819.6,Surrey,Gift Card,FALSE,3
378,30/01/2023,99356da3-b5a1-44ec-aeb3-b7d5ac1c898f,Home Appliances,6,35,210,Cornwall,Amazon Pay,FALSE,2
379,05/04/2023,a22e6261-e0ca-4ce3-bea8-7b515de776dd,Furniture.,5,232.11,1160.55,Somerset,Credit Card,FALSE,3
380,24/06/2023,78ea439b-b2c7-468b-bb6c-beb6bf879fd2,Fashion,3,67.97,203.91,Wiltshire,Debit Card,TRUE,0
381,04/01/2023,b9dd6e93-5975-4bc2-8148-068ba88d7f7a,Home Appliances,1,307.3,307.3,Northamptonshire,Debit Card,FALSE,2
382,09/07/2023,2802d785-5ab7-48cb-8187-aefb04f2bbb6,Electronics,5,282.37,1411.85,Derbyshire,Debit Card,FALSE,2
383,02/01/2023,1a2db923-bf23-4311-941a-c9fb2e99ae02,Electronics,6,87.97,527.82,Bedfordshire,Credit Card,FALSE,1
384,30/05/2023,45bccb16-027a-4466-b98a-766b883552ee,Health & Beauty,2,441,882,Cambridgeshire,Debit Card,FALSE,1
385,11/06/2023,aaf24252-ed99-49b7-a193-ad74021de7d7,Health & Beauty,7,86.57,605.99,Leicestershire,Gift Card,FALSE,5
386,03/05/2023,c7dd009c-7e6c-4c92-a9bd-31d486f8efdf,Toys,8,244.34,1954.72,Merseyside,Amazon Pay,TRUE,0
387,05/04/2023,dc6941cd-184b-4fe3-b47b-ed28438b125c,Sports,2,321.48,642.96,Rutland,Amazon Pay,FALSE,3
